"","age","workclass","fnlwgt","education","educationnum","marital","occupation","relationship","race","sex","capgain","caploss","hoursperweek","nativecountry","incomebin"
"5041",53,"State-gov",144586,"Some-college",10,"Never-married","Protective-serv","Not-in-family","White","Female",0,0,40,"United-States",0
"5053",39,"Private",56648,"HS-grad",9,"Separated","Sales","Not-in-family","White","Female",0,0,47,"United-States",0
"5055",21,"Private",321666,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",594,0,40,"United-States",0
"5062",22,"Private",216181,"11th",7,"Never-married","Craft-repair","Own-child","White","Male",0,0,45,"United-States",0
"5063",62,"Private",178745,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",1
"5078",35,"Private",170797,"Bachelors",13,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States",0
"5079",39,"Private",269186,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"5080",53,"Private",127671,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",0
"5092",35,"Private",170263,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States",0
"5096",24,"State-gov",165201,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,45,"United-States",0
"5099",39,"Self-emp-inc",114844,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,65,"United-States",1
"5101",37,"Private",34378,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",2580,0,60,"United-States",0
"5104",54,"Self-emp-not-inc",212165,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",0
"5112",31,"Private",363130,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Male",0,0,18,"United-States",0
"5131",40,"Private",217120,"10th",6,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States",0
"5132",47,"State-gov",223944,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,30,"United-States",0
"5137",25,"Private",349190,"Assoc-acdm",12,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States",0
"5142",58,"Private",204021,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"Canada",0
"5143",26,"Private",192506,"Bachelors",13,"Never-married","Other-service","Not-in-family","Black","Female",0,0,35,"United-States",0
"5160",27,"Private",109001,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,49,"United-States",0
"5164",27,"Private",133937,"Masters",14,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States",0
"5165",29,"Private",207064,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",1
"5173",32,"?",134886,"HS-grad",9,"Married-civ-spouse","?","Wife","White","Female",0,0,2,"United-States",1
"5174",37,"Private",305379,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",1
"5176",42,"Self-emp-not-inc",99185,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",1
"5179",41,"Local-gov",175149,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","Black","Female",0,0,38,"United-States",0
"5182",18,"Private",242893,"11th",7,"Never-married","Craft-repair","Own-child","White","Male",0,0,35,"United-States",0
"5183",25,"Private",218667,"5th-6th",3,"Married-civ-spouse","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States",0
"5186",21,"Private",206861,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,20,"?",0
"5192",17,"Private",156501,"12th",8,"Never-married","Other-service","Own-child","White","Female",0,0,16,"United-States",0
"5199",76,"?",172637,"Some-college",10,"Married-civ-spouse","?","Husband","White","Male",0,0,20,"United-States",1
"5221",44,"Private",266135,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",1
"5223",54,"Federal-gov",392502,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",1
"5224",61,"Private",73809,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",0
"5227",51,"Private",162944,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"5241",25,"Private",181666,"Assoc-acdm",12,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States",0
"5245",58,"Private",142182,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,25,"United-States",0
"5248",18,"Private",181712,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,12,"United-States",0
"5252",36,"Local-gov",196529,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",1
"5257",21,"Private",362589,"Bachelors",13,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States",0
"5258",28,"Private",94880,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,43,"Mexico",0
"5264",21,"Private",105577,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States",0
"5266",27,"Federal-gov",47907,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",0
"5272",20,"Private",203003,"HS-grad",9,"Never-married","Transport-moving","Other-relative","White","Male",0,0,40,"United-States",0
"5277",44,"Private",116632,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",1
"5293",21,"Private",143604,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,8,"United-States",0
"5294",35,"Self-emp-not-inc",319831,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States",0
"5298",49,"Private",268234,"7th-8th",4,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
"5311",40,"Private",343068,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",0
"5332",53,"Private",276515,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"Cuba",0
"5342",19,"Private",169853,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,24,"United-States",0
"5351",19,"Private",571853,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,30,"United-States",0
"5356",35,"Private",40135,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,2042,40,"United-States",0
"5359",33,"Private",163392,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","Amer-Indian-Eskimo","Male",0,0,48,"United-States",1
"5367",25,"Private",120268,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,70,"United-States",0
"5382",26,"Private",58065,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,20,"United-States",0
"5383",26,"Private",205428,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",0
"5385",19,"?",308064,"HS-grad",9,"Never-married","?","Not-in-family","Black","Female",0,0,40,"United-States",0
"5388",24,"Private",119704,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",0
"5401",50,"Self-emp-inc",127315,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,60,"United-States",1
"5404",32,"Private",340940,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",0
"5411",21,"Private",146499,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Other-relative","White","Female",0,1579,40,"United-States",0
"5412",71,"Local-gov",337064,"Masters",14,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",0
"5415",37,"Private",172846,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",1
"5416",23,"Private",73514,"HS-grad",9,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,40,"Vietnam",0
"5423",39,"Private",250157,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,63,"United-States",0
"5424",33,"State-gov",913447,"Some-college",10,"Divorced","Other-service","Unmarried","Black","Female",0,0,40,"United-States",0
"5425",32,"Private",153078,"Bachelors",13,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"South",0
"5426",34,"Private",181091,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,45,"United-States",1
"5427",39,"Private",231491,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,"United-States",0
"5433",44,"Private",83508,"Prof-school",15,"Divorced","Prof-specialty","Not-in-family","White","Female",2354,0,99,"United-States",0
"5437",39,"Private",316211,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",1
"5442",46,"Private",267107,"5th-6th",3,"Married-civ-spouse","Craft-repair","Wife","White","Female",0,0,45,"Italy",0
"5443",35,"Private",48123,"12th",8,"Married-civ-spouse","Craft-repair","Wife","White","Female",0,0,50,"United-States",0
"5445",48,"Private",115585,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",0
"5451",21,"Private",206492,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"?",0
"5452",56,"Private",28729,"11th",7,"Separated","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States",0
"5456",44,"Private",175485,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,12,"United-States",0
"5458",34,"Private",209808,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",1
"5468",31,"Private",91964,"Some-college",10,"Never-married","Adm-clerical","Other-relative","White","Male",0,0,40,"United-States",0
"5469",44,"Self-emp-inc",49249,"Some-college",10,"Divorced","Other-service","Unmarried","White","Male",0,0,80,"United-States",0
"5472",60,"?",251572,"HS-grad",9,"Widowed","?","Not-in-family","White","Male",0,0,35,"Poland",0
"5489",56,"Private",142182,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",1
"5497",43,"Private",266439,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,45,"United-States",0
"5498",53,"Federal-gov",276868,"Masters",14,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",1
"5500",56,"Private",175127,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,0,35,"United-States",0
"5503",28,"Private",96337,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",0
"5513",20,"Private",271379,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,25,"United-States",0
"5515",33,"Local-gov",198183,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States",1
"5519",39,"Local-gov",139364,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",1
"5523",27,"Private",29261,"Assoc-acdm",12,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States",0
"5525",69,"Private",108196,"10th",6,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United-States",0
"5531",34,"State-gov",595000,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,40,"United-States",1
"5533",42,"State-gov",117583,"Doctorate",16,"Divorced","Prof-specialty","Not-in-family","White","Female",8614,0,60,"United-States",1
"5534",26,"Private",164583,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,0,30,"United-States",0
"5536",25,"Private",49092,"Bachelors",13,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States",0
"5537",54,"Local-gov",186884,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,30,"United-States",0
"5547",35,"Self-emp-not-inc",269300,"Bachelors",13,"Never-married","Other-service","Not-in-family","Black","Female",0,0,60,"United-States",0
"5550",51,"Local-gov",33863,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",0
"5551",29,"Private",132874,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"5553",35,"Private",112160,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",0
"5554",18,"Private",703067,"11th",7,"Never-married","Sales","Own-child","White","Male",0,0,20,"United-States",0
"5556",57,"Self-emp-inc",257200,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",1
"5557",19,"Private",57206,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States",0
"5559",38,"Private",114079,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,44,"United-States",0
"5565",46,"Private",191357,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",0
"5567",60,"Private",389254,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",1
"5572",27,"Private",61580,"Some-college",10,"Divorced","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States",0
"5577",45,"Private",34419,"Bachelors",13,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,30,"United-States",0
"5587",32,"Self-emp-not-inc",173314,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","Other","Male",0,0,60,"United-States",0
"5590",30,"Private",149184,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",1
"5592",28,"Private",308709,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,48,"United-States",0
"5593",30,"Self-emp-not-inc",257295,"Some-college",10,"Never-married","Sales","Other-relative","Asian-Pac-Islander","Male",0,2258,40,"South",0
"5594",29,"Private",168479,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",1
"5599",24,"Private",200997,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,45,"United-States",0
"5601",44,"Private",376072,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States",1
"5607",39,"Self-emp-inc",151029,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",1
"5611",39,"Local-gov",301614,"Assoc-voc",11,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,48,"United-States",1
"5619",23,"Private",292023,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States",0
"5621",49,"Self-emp-inc",187563,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",1
"5625",21,"Private",216070,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","Amer-Indian-Eskimo","Female",0,0,46,"United-States",1
"5626",54,"Self-emp-not-inc",105010,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",1
"5630",46,"Private",199316,"Some-college",10,"Married-civ-spouse","Craft-repair","Other-relative","Asian-Pac-Islander","Male",0,0,40,"India",0
"5641",35,"Private",176756,"12th",8,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States",0
"5644",38,"Private",256864,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States",1
"5649",45,"State-gov",67544,"Masters",14,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,50,"United-States",0
